title,artist,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,has_win_award
I'm Gonna Make You Love Me,Diana Ross & The Supremes,classic girl group,1968,98,39,64,-12,26,43,187,39,4,54,0
Silence Is Golden,The Tremeloes,adult standards,1997,112,56,44,-7,24,58,191,6,3,53,0
Can't Take My Eyes Off You,Frankie Valli,adult standards,2017,124,78,58,-7,8,56,204,51,6,53,0
You Ain't Goin' Nowhere,The Byrds,art rock,1968,132,43,51,-14,76,70,153,11,4,53,0
Everybody Knows This Is Nowhere - 2009 Remaster,Neil Young,album rock,1969,158,64,52,-9,42,85,149,2,3,52,0
Everybody Needs Somebody To Love - Long Version,The Rolling Stones,album rock,1965,178,73,53,-8,11,80,303,26,7,52,0
The Sun Ain't Gonna Shine Anymore,The Walker Brothers,brill building pop,1998,111,68,38,-7,24,43,195,22,4,52,0
What the World Needs Now Is Love,Dionne Warwick,adult standards,2016,112,36,57,-10,14,40,190,92,4,51,0
Everlasting Love,Love Affair,bubblegum pop,2012,121,60,50,-10,49,81,182,26,4,51,0
Itchycoo Park (Mono Version) - 2012 Remaster,Small Faces,art rock,1967,127,56,61,-10,12,56,167,58,7,51,0
Here Comes the Night,Them,blues rock,2015,99,58,64,-9,16,96,167,44,3,50,0
Surf City,Jan & Dean,brill building pop,2010,148,81,53,-13,23,96,147,50,3,50,0
Crying,Roy Orbison,adult standards,2017,97,47,23,-6,32,21,179,57,3,49,0
You'll Never Walk Alone,Gerry & The Pacemakers,adult standards,2017,114,43,45,-6,22,29,160,42,3,49,0
Everybody Loves Somebody,Dean Martin,adult standards,2014,119,41,50,-12,35,46,164,86,4,49,0
Spanish Eyes,Al Martino,adult standards,1977,109,49,51,-9,9,49,167,36,3,49,0
I Walk on Guilded Splinters,Dr. John,blues,1968,90,29,65,-19,9,71,466,56,8,48,0
Goin' Back,The Byrds,art rock,1968,116,45,50,-10,12,55,206,36,3,47,0
Isfahan,Duke Ellington,adult standards,1967,173,7,25,-14,10,9,246,98,3,47,0
Hot Burrito #1,The Flying Burrito Brothers,alternative country,1969,157,43,40,-13,17,35,217,1,3,46,0
Over Under Sideways Down - The Mono Album,The Yardbirds,album rock,1966,97,86,53,-11,31,39,143,29,8,46,0
Honey,Bobby Goldsboro,adult standards,2008,93,35,50,-10,24,53,241,30,3,46,0
Everybody's Talkin',Fred Neil,american folk revival,1998,120,30,67,-13,15,57,165,52,3,46,0
She'd Rather Be With Me,The Turtles,brill building pop,1967,124,78,49,-11,15,94,142,27,3,46,0
Indian Reservation (The Lament of the Cherokee Reservation Indian),Paul Revere & The Raiders,brill building pop,1971,132,39,64,-13,9,21,172,28,8,46,0
Locomotive,Thelonious Monk,bebop,1967,112,44,67,-11,13,70,400,78,4,46,0
Rag Doll,Frankie Valli & The Four Seasons,adult standards,2003,121,53,50,-8,7,61,182,76,4,45,0
Telstar,The Tornados,british invasion,1962,146,75,20,-7,38,63,195,0,4,45,0
So Much In Love,The Tymes,beach music,1963,76,49,55,-10,45,44,140,79,3,45,0
This Eve of Parting,John Hartford,appalachian folk,2018,115,46,56,-12,21,34,153,18,3,44,0
Trouble Every Day,Frank Zappa,album rock,1966,121,78,31,-13,90,48,350,51,8,44,0
No Time,The Guess Who,album rock,1971,128,48,48,-14,5,12,219,8,6,44,0
The Game Of Love,Wayne Fontana & The Mindbenders,british invasion,1964,109,83,57,-4,19,96,127,9,3,43,0
Ringo,Lorne Greene,cowboy western,1964,111,52,56,-13,22,65,214,86,31,43,0
Black Christ of the Andes (St. Martin de Porres),Mary Lou Williams,bebop,1964,89,7,20,-20,13,6,400,98,3,42,0
Sheila,Tommy Roe,adult standards,1962,136,57,42,-9,6,48,127,28,11,42,0
Walkin' Back to Happiness,Helen Shapiro,adult standards,2017,97,67,65,-9,17,83,150,66,8,42,0
Barabajagal (with Jeff Beck Group),Donovan,art rock,1969,100,57,67,-17,8,68,200,10,7,42,0
On The Sunny Side Of The Ocean,John Fahey,drone folk,1965,116,73,48,-10,16,48,193,81,3,41,0
Ca' the Yowes,Shirley & Dolly Collins,british folk,2008,80,7,32,-10,27,32,208,76,3,41,0
Mr. Soul,Buffalo Springfield,blues rock,1969,135,55,67,-13,4,96,172,10,3,41,0
My Spiritual Indian,Eddie Palmieri,boogaloo,1969,121,92,48,-6,7,50,400,58,8,41,0
Myself When I Am Real,Charles Mingus,avant-garde jazz,1963,81,19,32,-17,8,10,456,99,4,41,0
This Diamond Ring,Gary Lewis & The Playboys,adult standards,2011,133,61,63,-11,14,78,137,33,3,41,0
Cry Like a Baby,The Box Tops,brill building pop,1968,133,47,67,-12,50,77,152,34,3,40,0
Red Rubber Ball,The Cyrkle,brill building pop,2002,92,52,61,-10,9,79,139,43,3,39,0
Lovely Sky Boat,Alice Coltrane,afropop,1968,119,43,34,-17,19,44,411,45,5,38,0
The Ballad of Bonnie & Clyde,Georgie Fame,british blues,1968,107,47,71,-10,25,74,190,71,9,38,0
A World Without Love,Peter And Gordon,brill building pop,2017,130,66,51,-10,11,75,161,23,6,37,0
Don't Break The Heart That Loves You,Connie Francis,adult standards,1996,73,41,39,-6,20,20,182,82,3,37,0
Live Wire,The Meters,afrobeat,1969,114,77,68,-12,17,96,160,27,4,36,0
Laugh Laugh,The Beau Brummels,brill building pop,2006,129,68,49,-9,10,75,177,30,5,30,0
Peppermint Twist Pt.1,Joey Dee,australian talent show,2019,199,73,42,-11,73,72,122,37,14,30,0
Put Your Head On My Shoulder,Paul Anka,adult standards,2000,116,34,55,-9,10,47,155,75,3,72,0
Whatever Will Be Will Be (Que Sera Sera) (with Frank DeVol & His Orchestra) - Single Version,Doris Day,adult standards,1948,177,34,42,-11,72,78,123,86,4,62,0
Everybody Loves Somebody,Dean Martin,adult standards,2013,81,49,26,-9,34,40,162,81,4,61,0
Take Good Care Of My Baby - 1990 Remastered,Bobby Vee,adult standards,2011,82,43,49,-12,12,66,151,70,6,60,0
A Teenager In Love,Dion & The Belmonts,adult standards,1959,79,38,56,-9,13,62,158,67,3,60,0
She's Got You - Single Version,Patsy Cline,adult standards,1962,182,14,39,-18,11,57,182,94,4,57,0
Puppy Love - Remix,Paul Anka,adult standards,2000,102,41,29,-10,27,54,164,66,3,56,0
Travelin' Man - Remastered,Ricky Nelson,adult standards,1991,123,36,74,-12,12,86,143,67,3,55,0
Mr. Blue,The Fleetwoods,adult standards,1993,97,9,37,-17,11,21,145,93,4,55,0
Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,adult standards,1961,123,43,81,-12,2,96,144,55,9,54,0
Lonesome Town - 1990 Digital Remaster,Ricky Nelson,adult standards,1990,78,10,51,-18,10,30,136,86,3,54,0
16 Candles,Johnny Maestro,brill building pop,1993,114,31,60,-11,9,60,175,73,3,53,0
If I Give My Heart to You (with The Mellomen) - 78rpm Version,Doris Day,adult standards,1945,77,6,50,-16,10,33,169,97,5,52,0
Sh-Boom - Single Version,The Chords,doo-wop,2007,137,47,67,-9,27,91,144,85,5,52,0
Sh-Boom (Life Could Be A Dream),The Crew Cuts,doo-wop,2006,130,27,67,-11,23,56,168,85,9,51,0
It's All In The Game,Tommy Edwards,deep adult standards,1994,105,28,38,-14,31,65,159,4,3,49,0
You Mean Everything to Me,Neil Sedaka,adult standards,1959,72,43,37,-8,13,68,158,52,3,48,0
April Love,Pat Boone,adult standards,1962,91,17,39,-15,8,50,161,83,3,48,0
Surf City - Remastered 1990/Stereo Remix,Jan & Dean,brill building pop,1990,148,65,47,-14,34,94,163,60,3,48,0
I've Grown Accustomed To Her Face - Remastered/1998,Dean Martin,adult standards,1960,79,12,57,-16,11,34,163,79,6,47,0
Rubber Ball,Bobby Vee,adult standards,1961,143,43,42,-10,18,77,144,69,4,47,0
Chicago - Remastered,Frank Sinatra,adult standards,1958,148,46,51,-10,40,79,134,61,7,47,0
But Not For Me,Ella Fitzgerald,adult standards,1959,80,22,18,-17,10,16,214,92,4,45,0
In The Still Of The Night,The Five Satins,brill building pop,2010,110,32,44,-10,11,20,184,88,4,44,0
Only Because,The Platters,adult standards,1957,73,28,55,-10,9,47,174,85,3,44,0
Che La Luna,Louis Prima,adult standards,1973,127,64,68,-12,21,99,152,30,6,44,0
My Happiness,Connie Francis,adult standards,1996,107,31,45,-8,13,28,150,75,3,44,0
Brown Eyed Handsome Man,Buddy Holly,adult standards,1963,95,97,59,-7,9,86,125,4,9,43,0
Poetry In Motion,Johnny Tillotson,adult standards,2011,135,71,49,-7,10,90,154,40,3,41,0
To The Aisle,The Five Satins,brill building pop,2008,195,27,32,-10,10,55,166,91,4,41,0
Tulips From Amsterdam,Max Bygraves,british comedy,2000,93,45,56,-7,15,70,135,49,3,41,0
If I Give My Heart To You,The Teddy Bears,,2011,113,29,49,-10,12,29,118,86,3,40,0
The Lady Is A Tramp,Mel Torme & the Mel-Tones,,2016,138,60,41,-8,41,54,170,81,6,40,0
Let's Fall in Love,James Darren,adult standards,2014,128,29,51,-11,8,58,128,78,4,39,0
Runaround,The Fleetwoods,adult standards,2011,79,14,37,-15,12,36,154,95,4,39,0
A Thousand Miles Away,The Temprees,classic soul,1984,75,26,48,-15,28,30,199,39,3,39,0
Walkin’ My Baby Back Home,Dean Martin,adult standards,2007,127,17,72,-13,7,78,175,98,7,39,0
Outside My Window,The Fleetwoods,adult standards,1993,106,16,59,-18,11,47,129,88,3,39,0
I Love My Girl,The Hilltoppers,deep adult standards,2011,123,45,74,-10,10,96,106,88,4,38,0
Eddie My Love,The Chordettes,adult standards,2012,108,14,57,-12,13,39,135,82,3,38,0
Let There Be You,The Five Keys,doo-wop,1989,92,11,36,-15,20,23,154,97,3,38,0
Raindrops,Roy Orbison,adult standards,1961,103,44,59,-10,5,90,113,52,3,38,0
Unchained Melody,The Teddy Bears,,2011,114,44,53,-8,13,47,139,49,3,37,0
It All Depends on You,Craig Douglas,brill building pop,1993,147,32,53,-10,17,73,127,87,7,37,0
A Tear Fell,Teresa Brewer,adult standards,1995,86,16,42,-16,18,46,156,92,5,37,0
Ain't Got No Home,"Clarence ""Frogman"" Henry",louisiana blues,2013,84,33,66,-16,9,53,143,69,9,36,0
Carolina in the Morning,Craig Douglas,brill building pop,2011,81,20,35,-13,9,43,213,87,3,36,0
Gigi,Billy Eckstine,adult standards,1958,81,12,21,-17,12,19,155,93,3,35,0
What Do You Want,Adam Faith,brill building pop,1989,147,37,55,-9,24,85,98,84,4,35,0
You Belong to My Heart,Timi Yuro,adult standards,2013,108,39,46,-10,16,50,126,82,3,35,0
Someone Elses Roses,Joan Regan,,2019,100,14,29,-10,15,32,143,89,3,34,0
More,Jimmy Young,deep adult standards,2007,126,31,36,-11,25,29,146,77,3,34,0
Do You Wanna Dance,Bobby Freeman,doo-wop,2013,167,50,55,-15,15,96,149,89,6,33,0
My September Love,David Whitfield,deep adult standards,2000,137,21,24,-17,20,14,166,65,3,33,0
Seven Days,Anne Shelton,british dance band,2016,90,27,53,-8,27,72,149,89,3,33,0
Marianne,The Hilltoppers,deep adult standards,2019,106,55,71,-8,19,82,137,73,4,33,0
Sea Of Love,Marty Wilde,brill building pop,2010,84,39,45,-9,13,39,144,91,3,32,0
No Other Love,Bob Sharples & His Music,,2014,97,31,37,-10,27,10,171,69,3,31,0
Hot Diggity,Stargazers,,2001,109,64,88,-9,60,96,134,61,11,31,0
Kisses Sweeter Than Wine,Frankie Vaughan,merseybeat,2010,87,46,57,-9,18,86,138,61,5,31,0
Are You Really Mine,Jimmy Rodgers,yodeling,2014,102,19,69,-17,13,56,148,77,3,31,0
Butterfingers,Tommy Steele,classic uk pop,2000,75,14,52,-14,14,26,135,70,3,30,0
Come Softly To Me,Frankie Vaughan,merseybeat,2010,131,34,57,-14,35,89,142,82,3,30,0
Ninety-Nine Ways,Tab Hunter,deep adult standards,2000,125,33,59,-10,9,68,108,87,3,30,0
Only Sixteen - 2004 Remaster,Craig Douglas,brill building pop,2008,114,55,65,-10,36,59,136,63,4,29,0
Little Things Means A Lot,Jayne Mansfield,,2008,109,29,70,-15,16,63,172,36,4,29,0
Drinks On The House,Green Martini Keys,,2016,97,16,57,-16,11,15,181,100,5,28,0
Pachuko Hop,Ike Carpenter Orchestra,,2006,83,53,48,-9,34,80,135,59,3,28,0
Collette,Billy Fury,adult standards,1982,155,44,55,-10,10,73,112,82,4,27,0
Happy Days And Lonely Nights,Suzi Miller And Johnson Brothers,,2012,142,38,65,-8,13,69,146,43,3,27,0
Stairway Of Love,Terry Dene,,2015,93,62,62,-7,25,86,120,55,4,27,0
I've Waited So Long,Anthony Newley,,2012,137,36,27,-15,25,28,165,64,4,26,0
Held for Questioning,Rusty Draper,deep adult standards,1953,109,65,70,-2,14,85,146,79,3,26,0
